Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Brandão M., Canal G., Krivić S., Magazzeni D.","Towards Providing Explanations for Robot Motion Planning",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119115017&doi=10.1109%2fICRA48506.2021.9562003&partnerID=40&md5=e49b75d8b55e8025831e52411286ada5","Recent research in AI ethics has put forth explainability as an essential principle for AI algorithms. However, it is still unclear how this is to be implemented in practice for specific classes of algorithms-such as motion planners. In this paper we unpack the concept of explanation in the context of motion planning, introducing a new taxonomy of kinds and purposes of explanations in this context. We focus not only on explanations of failure (previously addressed in motion planning literature) but also on contrastive explanations-which explain why a trajectory A was returned by a planner, instead of a different trajectory B expected by the user. We develop two explainable motion planners, one based on optimization, the other on sampling, which are capable of answering failure and constrastive questions. We use simulation experiments and a user study to motivate a technical and social research agenda. © 2021 IEEE",,"Planning; Robot programming; AI algorithms; Motion planners; Motion-planning; Optimisations; Recent researches; Robot motion planning; Social research; Specific class; Technical research; User study; Motion planning"
"Gjarum V.B., Rorvik E.-L.H., Lekkas A.M.","Approximating a deep reinforcement learning docking agent using linear model trees",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118248281&doi=10.23919%2fECC54610.2021.9655007&partnerID=40&md5=7c6393ca9265031a5e5685b99c612870","Deep reinforcement learning has led to numerous notable results in robotics. However, deep neural networks (DNNs) are unintuitive, which makes it difficult to understand their predictions and strongly limits their potential for real-world applications due to economic, safety, and assurance reasons. To remedy this problem, a number of explainable AI methods have been presented, such as SHAP and LIME, but these can be either be too costly to be used in real-time robotic applications or provide only local explanations. In this paper, the main contribution is the use of a linear model tree (LMT) to approximate a DNN policy, originally trained via proximal policy optimization(PPO), for an autonomous surface vehicle with five control inputs performing a docking operation. The two main benefits of the proposed approach are: a) LMTs are transparent which makes it possible to associate directly the outputs (control actions, in our case) with specific values of the input features, b) LMTs are computationally efficient and can provide information in real-time. In our simulations, the opaque DNN policy controls the vehicle and the LMT runs in parallel to provide explanations in the form of feature attributions. Our results indicate that LMTs can be a useful component within digital assurance frameworks for autonomous ships. © 2021 EUCA.","Autonomous Surface Vessel; Berthing; Deep Reinforcement Learning; Docking; Explainable Artificial Intelligence; Linear Model Trees","Forestry; Lime; Reinforcement learning; Robotics; Unmanned surface vehicles; Autonomous surface vessels; Berthing; Docking; Explainable artificial intelligence; Linear model trees; Network policy; Policy optimization; Real- time; Real-world; Robotics applications; Deep neural networks"
"Kopeć W., Biele C., Kornacka M., Pochwatko G., Jaskulska A., Skorupska K., Paluch J., Gago P., Karpowicz B., Niewiński M., Masłyk R.","Participatory Design Landscape for the Human-Machine Collaboration, Interaction and Automation at the Frontiers of HCI (PDL 2021)",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115268818&doi=10.1007%2f978-3-030-85607-6_78&partnerID=40&md5=18e82463f4d46e4992dc6e9ce9107973","We propose a one-day transdisciplinary creative workshop in the broad area of HCI focused on multiple opportunities of incorporating participatory design into research and industry practice. This workshop will become a venue to share experiences and novel ideas in this area. At the same time, we will brainstorm and explore frontiers of HCI related to engaging end users in design and development practices of established and emerging ICT solutions often overlooked in terms of co-design. We welcome a wide scope of contributions in HCI which explore sustainable opportunities for participatory design and development practices in the context of interconnected business, social, economic and environmental issues. The contributions ought to explore challenges and opportunities related to co-design at the frontiers of HCI - participatory design of newest and complex technologies, not easily explainable or intuitive, novel collaborative (remote or distributed) approaches to empowering users to prepare them to contribute as well as to engaging them directly in co-design. © 2021, IFIP International Federation for Information Processing.","Business process management systems; Collaborative interactive machine learning; Crowdsourcing; Human-computer interaction; Natural language processing; Participatory design; Robotic process automation","Industrial research; Broad areas; Co-designs; Creative workshops; Design and Development; Environmental issues; Human-machine collaboration; Industry practices; Participatory design; Human computer interaction"
"Holzinger A., Weippl E., Tjoa A.M., Kieseberg P.","Digital Transformation for Sustainable Development Goals (SDGs) - A Security, Safety and Privacy Perspective on AI",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115124541&doi=10.1007%2f978-3-030-84060-0_1&partnerID=40&md5=052104a30c7d79f502c48dcacfb1aebf","The main driver of the digital transformation currently underway is undoubtedly artificial intelligence (AI). The potential of AI to benefit humanity and its environment is undeniably enormous. AI can definitely help find new solutions to the most pressing challenges facing our human society in virtually all areas of life: from agriculture and forest ecosystems that affect our entire planet, to the health of every single human being. However, this article highlights a very different aspect. For all its benefits, the large-scale adoption of AI technologies also holds enormous and unimagined potential for new kinds of unforeseen threats. Therefore, all stakeholders, governments, policy makers, and industry, together with academia, must ensure that AI is developed with these potential threats in mind and that the safety, traceability, transparency, explainability, validity, and verifiability of AI applications in our everyday lives are ensured. It is the responsibility of all stakeholders to ensure the use of trustworthy and ethically reliable AI and to avoid the misuse of AI technologies. Achieving this will require a concerted effort to ensure that AI is always consistent with human values and includes a future that is safe in every way for all people on this planet. In this paper, we describe some of these threats and show that safety, security and explainability are indispensable cross-cutting issues and highlight this with two exemplary selected application areas: smart agriculture and smart health. © 2021, IFIP International Federation for Information Processing.","AI risks; AI threats; Artificial intelligence; Digital transformation; Explainability; Explainable AI; Resilience; Robustness; Safety; Security; Smart agriculture; Smart health","Agricultural robots; Agriculture; Data mining; Ecosystems; Extraction; Health risks; Machine learning; Sustainable development; AI applications; AI Technologies; Application area; Cross-cutting; Digital transformation; Forest ecosystem; Potential threats; Smart agricultures; Accident prevention"
"Cruz F., Dazeley R., Vamplew P., Moreira I.","Explainable robotic systems: understanding goal-driven actions in a reinforcement learning scenario",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113812498&doi=10.1007%2fs00521-021-06425-5&partnerID=40&md5=93b54975f6807d4386126ae8147fa392","Robotic systems are more present in our society everyday. In human–robot environments, it is crucial that end-users may correctly understand their robotic team-partners, in order to collaboratively complete a task. To increase action understanding, users demand more explainability about the decisions by the robot in particular situations. Recently, explainable robotic systems have emerged as an alternative focused not only on completing a task satisfactorily, but also on justifying, in a human-like manner, the reasons that lead to making a decision. In reinforcement learning scenarios, a great effort has been focused on providing explanations using data-driven approaches, particularly from the visual input modality in deep learning-based systems. In this work, we focus rather on the decision-making process of reinforcement learning agents performing a task in a robotic scenario. Experimental results are obtained using 3 different set-ups, namely, a deterministic navigation task, a stochastic navigation task, and a continuous visual-based sorting object task. As a way to explain the goal-driven robot’s actions, we use the probability of success computed by three different proposed approaches: memory-based, learning-based, and introspection-based. The difference between these approaches is the amount of memory required to compute or estimate the probability of success as well as the kind of reinforcement learning representation where they could be used. In this regard, we use the memory-based approach as a baseline since it is obtained directly from the agent’s observations. When comparing the learning-based and the introspection-based approaches to this baseline, both are found to be suitable alternatives to compute the probability of success, obtaining high levels of similarity when compared using both the Pearson’s correlation and the mean squared error. © 2021, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.","Explainable reinforcement learning; Explainable robotic systems; Goal-driven explanations","Decision making; Deep learning; Intelligent agents; Learning systems; Mean square error; Probability; Robotics; Social robots; Stochastic systems; Data-driven approach; Decision making process; Mean squared error; Memory-based approach; Navigation tasks; Probability of success; Reinforcement learning agent; Robot environment; Reinforcement learning"
"van der Peijl E., Najjar A., Mualla Y., Bourscheid T.J., Spinola-Elias Y., Karpati D., Nouzri S.","Toward XAI & Human Synergies to Explain the History of Art: The Smart Photobooth Project",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113349021&doi=10.1007%2f978-3-030-82017-6_13&partnerID=40&md5=26d0fbc9db0500aecb441881b6218b11","The advent of Artificial Intelligence (AI) has brought about significant changes in our daily lives with applications including industry, smart cities, agriculture, and telemedicine. Despite the successes of AI in other “less-technical” domains, human-AI synergies are required to ensure user engagement and provide interactive expert knowledge. This is notably the case of applications related to art since the appreciation and the comprehension of art is considered to be an exclusively human capacity. This paper discusses the potential human-AI synergies aiming at explaining the history of art and artistic style transfer. This work is done in the context of the “Smart Photobooth” a project which runs within the AI & Art pavilion. The latter is a satellite event of Esch2022 European Capital of Culture whose main aim is to reflect on AI and the future of art. The project is mainly an outreach and knowledge dissemination project, it uses a smart photo-booth, capable of automatically transforming the user’s picture into a well-known artistic style (e.g., impressionism), as an interactive approach to introduce the principles of the history of art to the open public and provide them with a simple explanation of different art painting styles. Whereas some of the cutting-edge AI algorithms can provide insights on what constitutes an artistic style on the visual level, the information provided by human experts is essential to explain the historical and political context in which the style emerged. To bridge this gap, this paper explores Human-AI synergies in which the explanation generated by the eXplainable AI (XAI) mechanism is coupled with insights from the human expert to provide explanations for school students as well as a wider audience. Open issues and challenges are also identified and discussed. © 2021, Springer Nature Switzerland AG.","Agents; AI & Art; Cultural heritage; Neural style transfer; XAI","Agricultural robots; Intelligent agents; Artistic style transfer; Expert knowledge; Interactive approach; Issues and challenges; Knowledge dissemination; Political context; School students; User engagement; Multi agent systems"
"Anjomshoae S., Jiang L., Främling K.","Visual Explanations for DNNs with Contextual Importance",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113329479&doi=10.1007%2f978-3-030-82017-6_6&partnerID=40&md5=522c1163a9542ae1c0337c79b2a3d093","Autonomous agents and robots with vision capabilities powered by machine learning algorithms such as Deep Neural Networks (DNNs) are taking place in many industrial environments. While DNNs have improved the accuracy in many prediction tasks, it is shown that even modest disturbances in their input produce erroneous results. Such errors have to be detected and dealt with for making the deployment of DNNs secure in real-world applications. Several explanation methods have been proposed to understand the inner workings of these models. In this paper, we present how Contextual Importance (CI) can make DNN results more explainable in an image classification task without peeking inside the network. We produce explanations for individual classifications by perturbing an input image through over-segmentation and evaluating the effect on a prediction score. Then the output highlights the most contributing segments for a prediction. Results are compared with two explanation methods, namely mask perturbation and LIME. The results for the MNIST hand-written digit dataset produced by the three methods show that CI provides better visual explainability. © 2021, Springer Nature Switzerland AG.","Contextual importance; Deep learning; Explainable artificial intelligence; Image classification","Autonomous agents; Deep neural networks; Forecasting; Image segmentation; Industrial robots; Learning algorithms; Lime; Machine learning; Industrial environments; Input image; Over segmentation; Prediction tasks; Real-world; Vision capability; Multi agent systems"
"Youssef Y.M.","Inducing rules about distributed robotic systems for fault detection & diagnosis",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112309744&partnerID=40&md5=e949ea56bd586253aa7abb992d5d62d4","This paper presents an extended abstract for the PhD topic Inducing Rules about Distributed Robotic Systems for Fault Detection & Diagnosis. The research focuses on developing novel methods for fault detection and diagnosis using explainable machine learning. The main field of application is distributed robotic systems. With current developments in distributed robot technology, the problem of detecting and diagnosing faults becomes more complex. © 2021 International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved.","Explainable Machine Learning; Fault Detection & Diagnosis; Inductive Logic Programming; Robotics","Autonomous agents; Multi agent systems; Robotics; Distributed robotic systems; Distributed robots; Extended abstracts; Fault detection and diagnosis; Novel methods; Research focus; Fault detection"
"Abdulrahman A., Richards D., Bilgin A.A.","Reason explanation for encouraging behaviour change intention",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112171963&partnerID=40&md5=30d73409d200f8f0d9b7a7076f6c7bc3","The demand for intelligent virtual advisors in our rapidly advancing world is rising and, consequently, the need for understanding the reasoning process to answer why a particular piece of advice is provided to the user is directly increasing. Personalized explanation is regarded as a reliable way to improve the user's understanding and trust in the virtual advisor. So far, cognitive explainable agents utilize reason explanation by referring to their own mental state (beliefs and goals) to explain their own behaviour. However, when the explainable agent plays the role of a virtual advisor and recommends a behaviour for the human to perform, it is best to refer to the user's mental state, rather than the agent's mental state, to form a reason explanation. In this paper, we are developing an explainable virtual advisor (XVA) that communicates with the user to elicit the user's beliefs and goals and then tailors its advice and explains it according to the user's mental state. We tested the proposed XVA with university students where the XVA provides tips to reduce the students' study stress. We measured the impact of receiving three different patterns of tailored explanations (belief-based, goal-based, and belief&goal-based explanation) in terms of the students' intentions to change their behaviours. The results showed that the intention to change is not only related to the explanation pattern but also to the user context, the relationship built with the agent, the type of behaviour recommended and the user's current intention to do the behaviour. © 2021 International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved.","Behaviour change intention; Explainable agents; Personal virtual advisor; Reason explanation; Trust; Working alliance","Behavioral research; Multi agent systems; Students; Behaviour changes; Mental state; Reasoning process; University students; User context; Autonomous agents"
"McCay K.D., Ho E.S.L., Sakkos D., Woo W.L., Marcroft C., Dulson P., Embleton N.D.","Towards explainable abnormal infant movements identification: A body-part based prediction and visualisation framework",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112029673&doi=10.1109%2fBHI50953.2021.9508603&partnerID=40&md5=94dc9bbffab87ab305a7f7586ab37ed8","Providing early diagnosis of cerebral palsy (CP) is key to enhancing the developmental outcomes for those affected. Diagnostic tools such as the General Movements Assessment (GMA), have produced promising results in early diagnosis, however these manual methods can be laborious. In this paper, we propose a new framework for the automated classification of infant body movements, based upon the GMA, which unlike previous methods, also incorporates a visualization framework to aid with interpretability. Our proposed framework segments extracted features to detect the presence of Fidgety Movements (FMs) associated with the GMA spatiotemporally. These features are then used to identify the body-parts with the greatest contribution towards a classification decision and highlight the related body-part segment providing visual feedback to the user. We quantitatively compare the proposed framework's classification performance with several other methods from the literature and qualitatively evaluate the visualization's veracity. Our experimental results show that the proposed method performs more robustly than comparable techniques in this setting whilst simultaneously providing relevant visual interpretability. © 2021 IEEE","Cerebral palsy; Explainable AI; General movements assessment; Infants; Machine learning; Visualization","Diagnosis; Diseases; Machine learning; Robotics; Visual communication; Body parts; Cerebral palsy; Diagnostics tools; Early diagnosis; Explainable AI; General movement assessment; Infant; Interpretability; Part based; Visualization framework; Visualization"
"Sano T., Horii T., Abe K., Nagai T.","Temperament estimation of toddlers from child–robot interaction with explainable artificial intelligence",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111053600&doi=10.1080%2f01691864.2021.1955001&partnerID=40&md5=0f81539c03ac16acbc40afac4add878d","Personality estimation is a vital ability for communicating with others. It can help robots that interact with humans to model various human behaviors with a few parameters. Numerous studies have proposed models for estimating human personality from human–robot interaction. However, a limited number of methods have focused on the personalities of toddlers, which are dominated by innate temperaments. In this study, we propose a regression model that estimates the toddler temperament from images acquired by a teleoperated childcare robot named ChiCaRo. We gather a dataset from actual interactions between toddlers and ChiCaRo, and extract features from the data to train the regression model. Moreover, an explainable Artificial Intelligence model known as Shapley additive explanations (SHAP) is employed to understand the estimation tendency of the trained model and to compare the tendency with the temperament definition. The proposed model achieved a mean squared error of 0.024 for the average of all temperament factors. The analysis of SHAP confirmed that the model could reasonably learn the tendency compared to the definition in most temperament factors and suggested the possibility of data bias under a specific temperament factor. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Child–robot interaction; explainable artificial intelligence; human–robot interaction","Agricultural robots; Artificial intelligence; Behavioral research; Intelligent robots; Mean square error; Regression analysis; Human behaviors; Mean squared error; Number of methods; Regression model; Robot interactions; Shapley; Teleoperated; Social robots"
"Mazzi G., Castellini A., Farinelli A.","Identification of unexpected decisions in partially observable Monte-Carlo planning: A rule-based approach",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111002369&partnerID=40&md5=4b01e258e4fd4c10b8592b2928d83689","Partially Observable Monte-Carlo Planning (POMCP) is a powerful online algorithm able to generate approximate policies for large Partially Observable Markov Decision Processes. The online nature of this method supports scalability by avoiding complete policy representation. The lack of an explicit representation however hinders interpretability. In this work, we propose a methodology based on Satisfiability Modulo Theory (SMT) for analyzing POMCP policies by inspecting their traces, namely sequences of belief-action-observation triplets generated by the algorithm. The proposed method explores local properties of policy behavior to identify unexpected decisions. We propose an iterative process of trace analysis consisting of three main steps, i) the definition of a question by means of a parametric logical formula describing (probabilistic) relationships between beliefs and actions, ii) the generation of an answer by computing the parameters of the logical formula that maximize the number of satisfied clauses (solving a MAX-SMT problem), iii) the analysis of the generated logical formula and the related decision boundaries for identifying unexpected decisions made by POMCP with respect to the original question. We evaluate our approach on Tiger, a standard benchmark for POMDPs, and a real-world problem related to mobile robot navigation. Results show that the approach can exploit human knowledge on the domain, outperforming state-of-the-art anomaly detection methods in identifying unexpected decisions. An improvement of the Area Under Curve up to 47% has been achieved in our tests. © 2021 International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved.","Anomaly detection; Explainable planning; MAX-SMT; POMCP","Air navigation; Anomaly detection; Computation theory; Iterative methods; Markov processes; Mobile robots; Monte Carlo methods; Multi agent systems; Anomaly detection methods; Explicit representation; Mobile Robot Navigation; On-line algorithms; Partially observable Markov decision process; Real-world problem; Rule-based approach; Satisfiability modulo Theories; Autonomous agents"
"Mosca F., Such J.M.","ELVIRA: An explainable agent for value and utility-driven multiuser privacy",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110138613&partnerID=40&md5=b5bdadc3178acd4b3a3079bb89a33bd7","Online social networks fail to support users to adequately share co-owned content, which leads to privacy violations. Scholars proposed collaborative mechanisms to support users, but they did not satisfy one or more requirements needed according to empirical evidence in this domain, such as explainability, role-agnosticism, adaptability, and being utility- and value-driven. We present ELVIRA, an agent that supports multiuser privacy, whose design meets all these requirements. By considering the sharing preferences and the moral values of users, ELVIRA identifies the optimal sharing policy. Furthermore, ELVIRA justifies the optimality of the solution through explanations based on argumentation. We prove via simulations that ELVIRA provides solutions with the best trade-off between individual utility and value adherence. We also show through a user study that ELVIRA suggests solutions that are more acceptable than existing approaches and that its explanations are also more satisfactory. © 2021 International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved.","Explainable agents; Human-agent interaction; Multiuser privacy; Practical reasoning; Value-based agents","Economic and social effects; Multi agent systems; Privacy by design; Social networking (online); Multi-user; On-line social networks; Optimality; Privacy violation; Show through; Trade off; User study; Value driven; Autonomous agents"
"Das K., Wang Y., Green K.E.","Are robots perceived as good decision makers? A study investigating trust and preference of robotic and human linesman-referees in football",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105722310&doi=10.1515%2fpjbr-2021-0020&partnerID=40&md5=69c5b8233f275586adfe807e802860fa","Increasingly, robots are decision makers in manufacturing, finance, medicine, and other areas, but the technology may not be trusted enough for reasons such as gaps between expectation and competency, challenges in explainable AI, users’ exposure level to the technology, etc. To investigate the trust issues between users and robots, the authors employed in this study, the case of robots making decisions in football (or “soccer” as it is known in the US) games as referees. More specifically, we presented a study on how the appearance of a human and three robotic linesmen (as presented in a study by Malle et al.) impacts fans’ trust and preference for them. Our online study with 104 participants finds a positive correlation between “Trust” and “Preference” for humanoid and human linesmen, but not for “AI” and “mechanical” linesmen. Although no significant trust differences were observed for different types of linesmen, participants do prefer human linesman to mechanical and humanoid linesmen. Our qualitative study further validated these quantitative findings by probing possible reasons for people’s preference: when the appearance of a linesman is not humanlike, people focus less on the trust issues but more on other reasons for their linesman preference such as efficiency, stability, and minimal robot design. These findings provide important insights for the design of trustworthy decision-making robots which are increasingly integrated to more and more aspects of our everyday lives. © 2021 Kaustav Das et al","Decision-making robot; Human–robot interaction; Online experiment; Preference; Robot appearance; Robot referee; Trust","Behavioral research; Human robot interaction; Machine design; Sports; Decision makers; Decision-making robot; Decisions makings; Humans-robot interactions; Mechanical; On-line experiments; Preference; Robot appearance; Robot referee; Trust; Decision making"
"Clinciu M.-A., Eshghi A., Hastie H.","A study of automatic metrics for the evaluation of natural language explanations",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102772675&partnerID=40&md5=3b9b81464830202d4d41689647e166af","As transparency becomes key for robotics and AI, it will be necessary to evaluate the methods through which transparency is provided, including automatically generated natural language (NL) explanations. Here, we explore parallels between the generation of such explanations and the much-studied field of evaluation of Natural Language Generation (NLG). Specifically, we investigate which of the NLG evaluation measures map well to explanations. We present the ExBAN corpus: a crowd-sourced corpus of NL explanations for Bayesian Networks. We run correlations comparing human subjective ratings with NLG automatic measures. We find that embedding-based automatic NLG evaluation methods, such as BERTScore and BLEURT, have a higher correlation with human ratings, compared to word-overlap metrics, such as BLEU and ROUGE. This work has implications for Explainable AI and transparent robotic and autonomous systems. © 2021 Association for Computational Linguistics",,"Bayesian networks; Computational linguistics; Natural language processing systems; Robotics; Transparency; Automatic metrics; Automatically generated; Autonomous systems; Evaluation measures; Evaluation methods; Natural language explanations; Natural language generation; Subjective rating; Petroleum reservoir evaluation"
"Maruyama Y.","Symbolic and Statistical Theories of Cognition: Towards Integrated Artificial Intelligence",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101569427&doi=10.1007%2f978-3-030-67220-1_11&partnerID=40&md5=ce6f19c6dccb62cf5469112435186657","There are two types of approaches to Artificial Intelligence, namely Symbolic AI and Statistical AI. The symbolic and statistical paradigms of cognition may be considered to be in conflict with each other; the recent debate between Chomsky and Norvig exemplifies a fundamental tension between the two paradigms (esp. on language), which is arguably in parallel with a conflict on interpretations of quantum theory as seen between Bohr and Einstein, one side arguing for the probabilist or empiricist view and the other for the universalist or rationalist view. In the present paper we explicate and articulate the fundamental discrepancy between them, and explore how a unifying theory could be developed to integrate them, and what sort of cognitive rôles Integrated AI could play in comparison with present-day AI. We give, inter alia, a classification of Integrated AI, and argue that Integrated AI serves the purpose of humanising AI in terms of making AI more verifiable, more explainable, more causally accountable, more ethical, and thus closer to general intelligence. We especially emphasise the ethical advantage of Integrated AI. We also briefly touch upon the Turing Test for Ethical AI, and the pluralistic nature of Turing-type Tests for Integrated AI. Overall, we believe that the integrated approach to cognition gives the key to the next generation paradigm for AI and Cognitive Science in general, and that Categorical Integrated AI or Categorical Integrative AI Robotics would be arguably the most promising approach to it. © 2021, Springer Nature Switzerland AG.","Categorical AI; Integrated AI; Statistical AI; Symbolic AI","Application programs; Embedded systems; Formal methods; Philosophical aspects; Quantum computers; Quantum theory; Cognitive science; General Intelligence; Integrated approach; Statistical theory; Turing tests; Type tests; Artificial intelligence"
"Blaha J., Broughton G., Krajník T.","Boosting the Performance of Object Detection CNNs with Context-Based Anomaly Detection",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101335574&doi=10.1007%2f978-3-030-67537-0_11&partnerID=40&md5=3512945a751b3f47bcd79dc25e8bfc73","In this paper, we employ anomaly detection methods to enhance the ability of object detectors by using the context of their detections. This has numerous potential applications from boosting the performance of standard object detectors, to the preliminary validation of annotation quality, and even for robotic exploration and object search. We build our method on autoencoder networks for detecting anomalies, where we do not try to filter incoming data based on anomality score as is usual, but instead, we focus on the individual features of the data representing an actual scene. We show that one can teach autoencoders about the contextual relationship of objects in images, i.e. the likelihood of co-detecting classes in the same scene. This can then be used to identify detections that do and do not fit with the rest of the current observations in the scene. We show that the use of this information yields better results than using traditional thresholding when deciding if weaker detections are actually classed as observed or not. The experiments performed not only show that our method significantly improves the performance of CNN object detectors, but that it can be used as an efficient tool to discover incorrectly-annotated images. © 2021, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.","Anomaly detection; Autoencoders; Context-aware neural networks; Explainable neural networks; Object detection","Anomaly detection; Image enhancement; Learning systems; Object recognition; Anomaly detection methods; Auto encoders; Context-based; Contextual relationships; Individual features; Object detectors; Robotic explorations; Thresholding; Object detection"
"Mazzi G., Castellini A., Farinelli A.","Policy interpretation for partially observable Monte-Carlo planning: A rule-based approach",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101259540&partnerID=40&md5=9815c12032ae899ccda85f7ccc8571b3","Partially Observable Monte-Carlo Planning (POMCP) is a powerful online algorithm that can generate online policies for large Partially Observable Markov Decision Processes. The lack of an explicit representation of the policy, however, hinders interpretability. In this work, we present a MAX-SMT based methodology to iteratively explore local properties of the policy. Our approach generates a compact and informative representation that describes the system under investigation. © 2020 Copyright for this paper by its authors.","Explainable planning; MAX-SMT; Planning under uncertainty; POMCP; POMDPs","Iterative methods; Markov processes; Robotics; Explicit representation; Interpretability; Local property; On-line algorithms; Partially observable Markov decision process; Rule-based approach; Monte Carlo methods"
"Abeyrathna K.D., Granmo O.-C., Goodwin M.","Extending the Tsetlin Machine with Integer-Weighted Clauses for Increased Interpretability",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099201234&doi=10.1109%2fACCESS.2021.3049569&partnerID=40&md5=5322e5ba8ef699b8165123d956114d20","Building models that are both interpretable and accurate is an unresolved challenge for many pattern recognition problems. In general, rule-based and linear models lack accuracy, while deep learning interpretability is based on rough approximations of the underlying inference. However, recently, the rule-based Tsetlin Machines (TMs) have obtained competitive performance in terms of accuracy, memory footprint, and inference speed on diverse benchmarks (image classification, regression, natural language understanding, and game-playing). TMs construct rules using human-interpretable conjunctive clauses in propositional logic. These, in turn, are combined linearly to solve complex pattern recognition tasks. This paper addresses the accuracy-interpretability challenge in machine learning by introducing a TM with integer weighted clauses - the Integer Weighted TM (IWTM). The intent is to increase TM interpretability by reducing the number of clauses required for competitive performance. The IWTM achieves this by weighting the clauses so that a single clause can replace multiple duplicates. Since each TM clause is formed adaptively by a Tsetlin Automata (TA) team, identifying effective weights becomes a challenging online learning problem. We solve this problem by extending each team of TA with another kind of automaton: the stochastic searching on the line (SSL) automaton. We evaluate the performance of the new scheme empirically using five datasets, along with a study of interpretability. On average, IWTM uses 6.5 times fewer literals than the vanilla TM and 120 times fewer literals than a TM with real-valued weights. Furthermore, in terms of average memory usage and F1-Score, IWTM outperforms simple Multi-Layered Artificial Neural Networks, Decision Trees, Support Vector Machines, K-Nearest Neighbor, Random Forest, Gradient Boosted Trees (XGBoost), Explainable Boosting Machines (EBMs), as well as the standard and real-value weighted TMs. IWTM finally outperforms Neural Additive Models on Fraud Detection and StructureBoost on CA-58 in terms of Area Under Curve, while performing competitively on COMPAS. © 2013 IEEE.","decision support system; integer-weighted Tsetlin machine; interpretable AI; interpretable machine learning; rule-based learning; Tsetlin machine; XAI","Benchmarking; Decision trees; Deep learning; Forestry; Formal logic; Multilayer neural networks; Nearest neighbor search; Network layers; Pattern recognition; Robots; Stochastic systems; Support vector machines; Competitive performance; K-nearest neighbors; Memory footprint; Natural language understanding; Pattern recognition problems; Propositional logic; Rough approximations; Stochastic searching; Learning systems"
"Wu H., Chirikjian G.S.","Can i Pour into It? Robot Imagining Open Containability Affordance of Previously Unseen Objects via Physical Simulations",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097204295&doi=10.1109%2fLRA.2020.3039943&partnerID=40&md5=7e078670f960cc4fd3af91edba19f5a0","Open containers, i.e., containers without covers, are an important and ubiquitous class of objects in human life. In this letter, we propose a novel method for robots to 'imagine' the open containability affordance of a previously unseen object via physical simulations. The robot autonomously scans the object with an RGB-D camera. The scanned 3D model is used for open containability imagination which quantifies the open containability affordance by physically simulating dropping particles onto the object and counting how many particles are retained in it. This quantification is used for open-container vs. non-open-container binary classification (hereafter referred to as open container classification). If the object is classified as an open container, the robot further imagines pouring into the object, again using physical simulations, to obtain the pouring position and orientation for real robot autonomous pouring. We evaluate our method on open container classification and autonomous pouring of granular material on a dataset containing 130 previously unseen objects with 57 object categories. Although our proposed method uses only 11 objects for simulation calibration, its open container classification aligns well with human judgements. In addition, our method endows the robot with the capability to autonomously pour into the 55 containers in the dataset with a very high success rate. We also compare to a deep learning method. Results show that our method achieves the same performance as the deep learning method on open container classification and outperforms it on autonomous pouring. Moreover, our method is fully explainable. © 2016 IEEE.","AI-based methods; AI-enabled robotics; object affordances; robot imagination; simulation and animation","3D modeling; Agricultural robots; Classification (of information); Containers; Deep learning; Robots; Binary classification; Human lives; Learning methods; Object categories; Physical simulation; Position and orientations; Rgb-d cameras; Simulation calibration; Learning systems"
